cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
304,120,7168,2048,18,0,13.0825,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,269.31,1272.4,0.0
304,120,7168,2304,18,0,13.7042,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,289.23,1350.82,0.0
304,128,512,7168,8,0,17.3418,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,54.18,272.09,0.0
304,128,576,7168,8,0,17.3911,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,60.78,298.64,0.0
304,128,1280,4096,8,0,12.5519,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,106.93,485.57,0.0
304,128,1536,7168,8,0,18.2772,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,154.21,674.11,0.0
304,128,1792,6144,8,0,16.3473,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,172.42,749.68,0.0
304,128,2112,7168,8,0,19.074,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,203.18,870.14,0.0
304,128,2304,4096,8,0,12.8129,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,188.55,823.49,0.0
304,128,3072,1536,8,0,8.0923,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,149.27,704.57,0.0
304,128,3584,6144,7,0,24.2954,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,232.03,976.48,0.0
304,128,4096,512,13,0,4.0266,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,133.33,797.51,0.0
304,128,4096,1024,7,0,6.7186,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,159.82,799.86,0.0
304,128,4096,2048,7,0,11.0049,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,195.14,881.36,0.0
304,128,4608,7168,18,0,28.1499,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,300.38,1247.87,0.0
304,128,6144,1536,18,0,9.8162,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,246.12,1141.65,0.0
304,128,6144,3072,18,0,15.8922,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,304.04,1311.36,0.0
304,128,7168,256,13,0,4.2878,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,109.56,863.56,0.0
304,128,7168,2048,18,0,13.2588,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,283.44,1265.36,0.0
